bgrp,IWDP_Pop,BWDP_Pop,IWDP_Pct,BWDP_Pct
420034580003,240,1500,13.7899999619,86.2099990845
420034580004,0,1300,0.0,100.0
420034591011,297,1411,17.3899993896,82.6100006104
420034591021,120,1963,5.76000022888,94.2399978638
420034591022,78,912,7.88000011444,92.1200027466
420034591023,29,2556,1.12000000477,98.8799972534
420034592011,0,1643,0.0,100.0
420034592012,126,1871,6.30999994278,93.6900024414
420034592013,44,1721,2.49000000954,97.5100021362
420034592014,5,578,0.860000014305,99.1399993896
420034592021,0,661,0.0,100.0
420034600011,196,2417,7.5,92.5
420034600012,0,1637,0.0,100.0
420034600021,168,473,26.2099990845,73.7900009155
420034600022,241,1754,12.0799999237,87.9199981689
420034600023,0,786,0.0,100.0
420034610001,357,727,32.9300003052,67.0699996948
420034621001,2,641,0.310000002384,99.6900024414
420034621002,0,600,0.0,100.0
420034621003,0,1378,0.0,100.0
420034626001,218,658,24.8899993896,75.1100006104
420034626002,0,861,0.0,100.0
420034626003,0,769,0.0,100.0
420034626004,308,882,25.8799991608,74.1200027466
420034639001,301,891,25.25,74.75
420034639002,509,219,69.9199981689,30.0799999237
420034639003,742,0,100.0,0.0
420034643001,670,627,51.6599998474,48.3400001526
420034643002,287,502,36.3800010681,63.6199989319
420034643003,492,173,73.9800033569,26.0200004578
420034643004,118,461,20.3799991608,79.6200027466
420034644001,231,216,51.6800003052,48.3199996948
420034644002,736,186,79.8300018311,20.1700000763
420034644003,452,629,41.8100013733,58.1899986267
420034644004,934,58,94.1500015259,5.84999990463
420034656001,900,95,90.4499969482,9.55000019073
420034656002,1330,45,96.7300033569,3.26999998093
420034658001,542,1003,35.0800018311,64.9199981689
420034658002,262,879,22.9599990845,77.0400009155
420034658003,586,306,65.6999969482,34.2999992371
420034687001,8,1055,0.75,99.25
420034687002,0,696,0.0,100.0
420034688001,10,611,1.61000001431,98.3899993896
420034688002,589,124,82.6100006104,17.3899993896
420034688003,908,330,73.3399963379,26.6599998474
420034689001,627,650,49.0999984741,50.9000015259
420034689002,181,752,19.3999996185,80.5999984741
420034689003,0,1431,0.0,100.0
420034690001,562,510,52.4300003052,47.5699996948
420034690002,904,1498,37.6399993896,62.3600006104
420034690003,325,633,33.9199981689,66.0800018311
420034703001,312,1309,19.25,80.75
420034703002,37,2275,1.60000002384,98.4000015259
420034704001,0,925,0.0,100.0
420034704002,10,718,1.37000000477,98.6299972534
420034704003,0,1410,0.0,100.0
420034705011,1498,1002,59.9199981689,40.0800018311
420034705012,7,1447,0.479999989271,99.5199966431
420034705021,239,1247,16.0799999237,83.9199981689
420034705022,3,1482,0.20000000298,99.8000030518
420034706001,265,1392,15.9899997711,84.0100021362
420034706002,2,724,0.280000001192,99.7200012207
420034706003,0,720,0.0,100.0
420034710001,1213,31,97.5100021362,2.49000000954
420034721001,513,963,34.7599983215,65.2399978638
420034721002,562,481,53.8800010681,46.1199989319
420034722001,723,196,78.6699981689,21.3299999237
420034722002,583,0,100.0,0.0
420034722003,724,1,99.8600006104,0.140000000596
420034723001,439,178,71.1500015259,28.8500003815
420034723002,815,16,98.0699996948,1.92999994755
420034723003,566,0,100.0,0.0
420034724001,488,546,47.2000007629,52.7999992371
420034724002,119,675,14.9899997711,85.0100021362
420034731001,558,847,39.7200012207,60.2799987793
420034731002,340,416,44.9700012207,55.0299987793
420034731003,795,116,87.2699966431,12.7299995422
420034731004,566,122,82.2699966431,17.7299995422
420034731005,974,0,100.0,0.0
420034732001,697,266,72.3799972534,27.6200008392
420034732002,696,318,68.6399993896,31.3600006104
420034732003,866,349,71.2799987793,28.7199993134
420034733001,760,453,62.6500015259,37.3499984741
420034733002,639,666,48.9700012207,51.0299987793
420034733003,31,1208,2.5,97.5
420034733004,0,1045,0.0,100.0
420034733005,13,687,1.86000001431,98.1399993896
420034734011,0,696,0.0,100.0
420034734012,54,546,9.0,91.0
420034734013,590,435,57.5600013733,42.4399986267
420034734014,29,1363,2.07999992371,97.9199981689
420034734021,90,976,8.43999958038,91.5599975586
420034734022,336,462,42.1100006104,57.8899993896
420034734023,846,957,46.9199981689,53.0800018311
420034735001,421,350,54.5999984741,45.4000015259
420034735002,413,456,47.5299987793,52.4700012207
420034735003,607,1433,29.75,70.25
420034736011,0,916,0.0,100.0
420034736012,3,1516,0.20000000298,99.8000030518
420034736013,816,798,50.5600013733,49.4399986267
420034736021,464,254,64.6200027466,35.3800010681
420034736022,384,1731,18.1599998474,81.8399963379
420034736023,1,691,0.140000000596,99.8600006104
420034736024,0,1075,0.0,100.0
420034741011,1005,1021,49.6100006104,50.3899993896
420034741012,126,1449,8.0,92.0
420034741021,38,2200,1.70000004768,98.3000030518
420034741022,728,719,50.3100013733,49.6899986267
420034742011,961,1639,36.9599990845,63.0400009155
420034742021,538,1693,24.1100006104,75.8899993896
420034742022,808,1770,31.3400001526,68.6600036621
420034742031,861,552,60.9300003052,39.0699996948
420034742032,145,560,20.5699996948,79.4300003052
420034742033,462,1954,19.1200008392,80.8799972534
420034751011,538,383,58.4099998474,41.5900001526
420034751012,390,459,45.9399986267,54.0600013733
420034751013,428,874,32.8699989319,67.1299972534
420034751014,380,1250,23.3099994659,76.6900024414
420034751021,260,1405,15.6199998856,84.3799972534
420034752001,279,652,29.9699993134,70.0299987793
420034752002,172,865,16.5900001526,83.4100036621
420034752003,282,1000,22.0,78.0
420034752004,494,1175,29.6000003815,70.4000015259
420034753011,66,695,8.67000007629,91.3300018311
420034753012,306,325,48.4900016785,51.5099983215
420034753013,393,1597,19.75,80.25
420034753014,400,643,38.3499984741,61.6500015259
420034753031,335,1396,19.3500003815,80.6500015259
420034753032,0,1201,0.0,100.0
420034753033,10,1122,0.879999995232,99.1200027466
420034753041,0,1141,0.0,100.0
420034753042,0,1855,0.0,100.0
420034753043,117,884,11.6899995804,88.3099975586
420034753044,480,1211,28.3899993896,71.6100006104
420034754011,161,1184,11.970000267,88.0299987793
420034754012,558,1123,33.1899986267,66.8099975586
420034754013,159,605,20.8099994659,79.1900024414
420034754021,239,1122,17.5599994659,82.4400024414
420034754022,45,1654,2.65000009537,97.3499984741
420034761001,259,340,43.2400016785,56.7599983215
420034761002,449,326,57.9399986267,42.0600013733
420034761003,38,830,4.38000011444,95.6200027466
420034761004,50,1296,3.71000003815,96.2900009155
420034761005,178,1268,12.3100004196,87.6900024414
420034762001,224,507,30.6399993896,69.3600006104
420034762002,102,1229,7.65999984741,92.3399963379
420034762003,659,561,54.0200004578,45.9799995422
420034771001,251,957,20.7800006866,79.2200012207
420034771002,0,958,0.0,100.0
420034771003,489,996,32.9300003052,67.0699996948
420034772001,24,750,3.09999990463,96.9000015259
420034772002,387,290,57.1599998474,42.8400001526
420034772003,144,716,16.7399997711,83.2600021362
420034772004,307,1522,16.7900009155,83.2099990845
420034773001,1066,34,96.9100036621,3.08999991417
420034773002,958,313,75.3700027466,24.6299991608
420034773003,427,699,37.9199981689,62.0800018311
420034773004,50,953,4.98999977112,95.0100021362
420034773005,911,742,55.1100006104,44.8899993896
420034781001,411,714,36.5299987793,63.4700012207
420034781002,515,226,69.5,30.5
420034781003,66,1090,5.71000003815,94.2900009155
420034781004,0,993,0.0,100.0
420034782001,0,1414,0.0,100.0
420034782002,1238,910,57.6399993896,42.3600006104
420034782003,197,1869,9.53999996185,90.4599990845
420034790001,111,729,13.2100000381,86.7900009155
420034790002,793,359,68.8399963379,31.1599998474
420034801011,0,734,0.0,100.0
420034801012,616,392,61.1100006104,38.8899993896
420034801013,542,440,55.1899986267,44.8100013733
420034801014,216,1897,10.220000267,89.7799987793
420034801021,0,1074,0.0,100.0
420034801022,0,1138,0.0,100.0
420034801023,138,757,15.4200000763,84.5800018311
420034802001,764,1219,38.5299987793,61.4700012207
420034802002,6,677,0.879999995232,99.1200027466
420034802003,0,762,0.0,100.0
420034803001,9,687,1.28999996185,98.7099990845
420034803002,0,1374,0.0,100.0
420034803003,0,554,0.0,100.0
420034803004,2,789,0.25,99.75
420034804001,181,1125,13.8599996567,86.1399993896
420034804002,230,815,22.0100002289,77.9899978638
420034804003,500,1058,32.0900001526,67.9100036621
420034804004,123,948,11.4799995422,88.5199966431
420034810001,214,601,26.2600002289,73.7399978638
420034810002,390,485,44.5699996948,55.4300003052
420034810003,885,110,88.9400024414,11.0600004196
420034810004,700,18,97.4899978638,2.50999999046
420034825001,521,1405,27.0499992371,72.9499969482
420034838001,170,616,21.6299991608,78.3700027466
420034838002,1259,64,95.1600036621,4.84000015259
420034838003,947,109,89.6800003052,10.3199996948
420034843001,505,1163,30.2800006866,69.7200012207
420034843002,93,454,17.0,83.0
420034843003,1189,0,100.0,0.0
420034845001,272,1490,15.4399995804,84.5599975586
420034845002,211,787,21.1399993896,78.8600006104
420034845003,0,1058,0.0,100.0
420034845004,0,1927,0.0,100.0
420034846001,514,24,95.5400009155,4.46000003815
420034846002,40,862,4.42999982834,95.5699996948
420034846003,0,817,0.0,100.0
420034850001,537,734,42.25,57.75
420034867001,1106,385,74.1800003052,25.8199996948
420034867002,297,572,34.1800003052,65.8199996948
420034868001,143,691,17.1499996185,82.8499984741
420034868002,735,258,74.0199966431,25.9799995422
420034869001,1,724,0.140000000596,99.8600006104
420034869002,0,482,0.0,100.0
420034869003,0,171,0.0,100.0
420034870001,90,679,11.6999998093,88.3000030518
420034870002,237,784,23.2099990845,76.7900009155
420034881001,0,1110,0.0,100.0
420034881002,0,1201,0.0,100.0
420034882001,62,1760,3.40000009537,96.5999984741
420034882002,0,706,0.0,100.0
420034882003,0,1063,0.0,100.0
420034883001,81,2092,3.73000001907,96.2699966431
420034884001,169,1061,13.7399997711,86.2600021362
420034884002,21,995,2.06999993324,97.9300003052
420034884003,0,555,0.0,100.0
420034884004,45,1607,2.72000002861,97.2799987793
420034885001,66,777,7.82999992371,92.1699981689
420034885002,0,1375,0.0,100.0
420034885003,0,625,0.0,100.0
420034886001,0,694,0.0,100.0
420034886002,64,885,6.73999977112,93.2600021362
420034886003,0,1289,0.0,100.0
420034886004,187,1823,9.30000019073,90.6999969482
420034890011,0,609,0.0,100.0
420034890012,233,1289,15.3100004196,84.6900024414
420034890013,514,1897,21.3199996948,78.6800003052
420034890021,0,645,0.0,100.0
420034890022,70,1174,5.63000011444,94.3700027466
420034890023,920,380,70.7699966431,29.2299995422
420034890024,151,386,28.1200008392,71.8799972534
420034900021,718,249,74.25,25.75
420034900022,154,758,16.8899993896,83.1100006104
420034900023,503,1199,29.5499992371,70.4499969482
420034900024,280,332,45.75,54.25
420034900025,4,605,0.660000026226,99.3399963379
420034900031,270,656,29.1599998474,70.8399963379
420034900032,214,818,20.7399997711,79.2600021362
420034900033,607,954,38.8899993896,61.1100006104
420034900041,0,2072,0.0,100.0
420034900042,0,2254,0.0,100.0
420034900043,238,531,30.9500007629,69.0500030518
420034911011,5,2808,0.180000007153,99.8199996948
420034911012,321,2758,10.4300003052,89.5699996948
420034912001,311,1731,15.2299995422,84.7699966431
420034927001,402,132,75.2799987793,24.7199993134
420034927002,420,129,76.5,23.5
420034927003,59,740,7.38000011444,92.6200027466
420034928001,0,1204,0.0,100.0
420034928002,0,1565,0.0,100.0
420034929001,0,1310,0.0,100.0
420034929002,0,835,0.0,100.0
420034940001,1238,255,82.9199981689,17.0799999237
420034961011,490,972,33.5200004578,66.4800033569
420034961012,191,1304,12.779999733,87.2200012207
420034961021,278,1416,16.4099998474,83.5899963379
420034961022,525,1074,32.8300018311,67.1699981689
420034962001,29,1169,2.42000007629,97.5800018311
420034962002,0,948,0.0,100.0
420034962003,221,1580,12.2700004578,87.7300033569
420034962004,254,317,44.4799995422,55.5200004578
420034962005,206,1088,15.9200000763,84.0800018311
420034970001,137,935,12.779999733,87.2200012207
420034980001,427,771,35.6399993896,64.3600006104
420034980002,336,1017,24.8299999237,75.1699981689
420034993001,0,572,0.0,100.0
420034993002,0,977,0.0,100.0
420034994001,562,211,72.6999969482,27.2999992371
420034994002,656,206,76.0999984741,23.8999996185
420034994003,188,1086,14.7600002289,85.2399978638
420035003001,633,772,45.0499992371,54.9500007629
420035003002,43,687,5.88999986649,94.1100006104
420035003003,34,587,5.48000001907,94.5199966431
420035003004,496,546,47.5999984741,52.4000015259
420035010001,35,1480,2.30999994278,97.6900024414
420035030021,27,990,2.65000009537,97.3499984741
420035030022,80,1146,6.53000020981,93.4700012207
420035030023,36,1189,2.94000005722,97.0599975586
420035030024,3,860,0.34999999404,99.6500015259
420035030025,417,1241,25.1499996185,74.8499984741
420035041001,282,742,27.5400009155,72.4599990845
420035041002,106,582,15.4099998474,84.5899963379
420035041003,4,788,0.509999990463,99.4899978638
420035041004,278,1181,19.0499992371,80.9499969482
420035041005,0,1280,0.0,100.0
420035070001,247,597,29.2700004578,70.7300033569
420035070002,1150,132,89.6999969482,10.3000001907
420035080001,0,979,0.0,100.0
420035080002,0,1211,0.0,100.0
420035094001,0,1343,0.0,100.0
420035094002,0,1143,0.0,100.0
420035094003,0,790,0.0,100.0
420035094004,0,1160,0.0,100.0
420035094005,0,823,0.0,100.0
420035100001,0,779,0.0,100.0
420035100002,0,1043,0.0,100.0
420035120001,0,818,0.0,100.0
420035120002,0,1499,0.0,100.0
420035128001,0,1380,0.0,100.0
420035129001,0,543,0.0,100.0
420035129002,0,617,0.0,100.0
420035138001,0,871,0.0,100.0
420035138002,0,895,0.0,100.0
420035138003,0,393,0.0,100.0
420035140001,0,820,0.0,100.0
420035140002,0,1302,0.0,100.0
420035151001,0,765,0.0,100.0
420035151002,0,1236,0.0,100.0
420035151003,0,718,0.0,100.0
420035152001,0,997,0.0,100.0
420035152002,0,1127,0.0,100.0
420035153001,245,513,32.3199996948,67.6800003052
420035153002,1016,97,91.2799987793,8.72000026703
420035154011,365,554,39.7200012207,60.2799987793
420035154012,430,173,71.3099975586,28.6900005341
420035154013,645,99,86.6900024414,13.3100004196
420035161001,1278,114,91.8099975586,8.18999958038
420035162001,346,472,42.2999992371,57.7000007629
420035162002,407,501,44.8199996948,55.1800003052
420035170001,82,568,12.6199998856,87.3799972534
420035170002,188,1042,15.279999733,84.7200012207
420035180011,730,445,62.1300010681,37.8699989319
420035180012,386,885,30.3700008392,69.6299972534
420035180013,562,383,59.4700012207,40.5299987793
420035190001,171,854,16.6800003052,83.3199996948
420035190002,0,1427,0.0,100.0
420035190003,0,559,0.0,100.0
420035200011,62,1369,4.32999992371,95.6699981689
420035200012,402,1396,22.3600006104,77.6399993896
420035200021,0,1008,0.0,100.0
420035200022,601,532,53.0499992371,46.9500007629
420035200023,434,550,44.1100006104,55.8899993896
420035211001,7,1044,0.670000016689,99.3300018311
420035211002,605,686,46.8600006104,53.1399993896
420035211003,722,1539,31.9300003052,68.0699996948
420035212001,0,1901,0.0,100.0
420035212002,0,773,0.0,100.0
420035212003,583,833,41.1699981689,58.8300018311
420035213011,0,815,0.0,100.0
420035213012,183,1140,13.8299999237,86.1699981689
420035213013,209,545,27.7199993134,72.2799987793
420035213014,50,1284,3.75,96.25
420035213021,0,1402,0.0,100.0
420035213022,0,969,0.0,100.0
420035213023,531,815,39.4500007629,60.5499992371
420035213024,246,415,37.2200012207,62.7799987793
420035214011,488,1438,25.3400001526,74.6600036621
420035214012,578,354,62.0200004578,37.9799995422
420035214021,536,817,39.6199989319,60.3800010681
420035214022,433,836,34.1199989319,65.8799972534
420035214023,394,881,30.8999996185,69.0999984741
420035215001,296,1288,18.6900005341,81.3099975586
420035215002,44,1885,2.27999997139,97.7200012207
420035215003,0,828,0.0,100.0
420035220001,653,28,95.8899993896,4.11000013351
420035220002,1568,72,95.6100006104,4.38999986649
420035220003,453,515,46.7999992371,53.2000007629
420035231001,62,1270,4.65000009537,95.3499984741
420035231002,0,1353,0.0,100.0
420035231003,1,756,0.129999995232,99.8700027466
420035231004,105,647,13.9600000381,86.0400009155
420035232001,0,1300,0.0,100.0
420035232002,0,995,0.0,100.0
420035232003,0,914,0.0,100.0
420035232004,0,713,0.0,100.0
420035233001,0,746,0.0,100.0
420035233002,0,1489,0.0,100.0
420035233003,74,557,11.7299995422,88.2699966431
420035233004,353,975,26.5799999237,73.4199981689
420035234001,0,1368,0.0,100.0
420035234002,0,757,0.0,100.0
420035234003,0,677,0.0,100.0
420035234004,53,523,9.19999980927,90.8000030518
420035234005,0,987,0.0,100.0
420035234006,118,484,19.6000003815,80.4000015259
420035235011,0,1818,0.0,100.0
420035235012,0,1482,0.0,100.0
420035235013,0,1358,0.0,100.0
420035235021,367,1172,23.8500003815,76.1500015259
420035236001,146,1672,8.02999973297,91.9700012207
420035236002,31,891,3.3599998951,96.6399993896
420035236003,286,1819,13.5900001526,86.4100036621
420035237011,172,588,22.6299991608,77.3700027466
420035237012,156,1605,8.85999965668,91.1399993896
420035237013,0,910,0.0,100.0
420035237014,334,414,44.6500015259,55.3499984741
420035237021,0,1835,0.0,100.0
420035237022,0,1599,0.0,100.0
420035237023,0,1141,0.0,100.0
420035237024,0,605,0.0,100.0
420035238001,42,1246,3.25999999046,96.7399978638
420035238002,0,816,0.0,100.0
420035238003,0,840,0.0,100.0
420035238004,419,1288,24.5499992371,75.4499969482
420035240001,592,29,95.3300018311,4.67000007629
420035240002,941,95,90.8300018311,9.17000007629
420035240003,666,151,81.5199966431,18.4799995422
420035251001,147,1907,7.15999984741,92.8399963379
420035252001,222,1210,15.5,84.5
420035252002,0,575,0.0,100.0
420035253001,275,505,35.2599983215,64.7399978638
420035253002,569,893,38.9199981689,61.0800018311
420035261011,468,276,62.9000015259,37.0999984741
420035261012,89,2483,3.46000003815,96.5400009155
420035261013,0,2529,0.0,100.0
420035261014,0,1057,0.0,100.0
420035261021,593,1527,27.9699993134,72.0299987793
420035262011,17,1238,1.35000002384,98.6500015259
420035262012,30,2405,1.23000001907,98.7699966431
420035262021,0,1188,0.0,100.0
420035262022,243,2401,9.18999958038,90.8099975586
420035262023,0,1228,0.0,100.0
420035263011,0,1725,0.0,100.0
420035263012,105,2275,4.40999984741,95.5899963379
420035263021,0,1911,0.0,100.0
420035263022,71,1003,6.61000013351,93.3899993896
420035263023,0,1215,0.0,100.0
420035263024,0,1049,0.0,100.0
420035509001,718,103,87.4499969482,12.5500001907
420035509002,91,1103,7.61999988556,92.3799972534
420035512001,0,1078,0.0,100.0
420035512002,0,1139,0.0,100.0
420035512003,0,1153,0.0,100.0
420035513001,750,199,79.0299987793,20.9699993134
420035513002,344,1092,23.9599990845,76.0400009155
420035519001,0,590,0.0,100.0
420035519002,30,844,3.43000006676,96.5699996948
420035520001,0,696,0.0,100.0
420035520002,0,627,0.0,100.0
420035520003,0,598,0.0,100.0
420035520004,203,622,24.6100006104,75.3899993896
420035521001,0,760,0.0,100.0
420035521002,0,690,0.0,100.0
420035522001,0,1100,0.0,100.0
420035523001,52,416,11.1099996567,88.8899993896
420035523002,0,472,0.0,100.0
420035523003,287,957,23.0699996948,76.9300003052
420035524001,382,282,57.5299987793,42.4700012207
420035524002,268,701,27.6599998474,72.3399963379
420035524003,0,1384,0.0,100.0
420035604001,717,0,100.0,0.0
420035604002,842,0,100.0,0.0
420035605001,963,0,100.0,0.0
420035605002,1213,0,100.0,0.0
420035606001,485,0,100.0,0.0
420035606002,589,0,100.0,0.0
420035610001,563,145,79.5199966431,20.4799995422
420035610002,497,354,58.4000015259,41.5999984741
420035611001,850,0,100.0,0.0
420035612001,728,15,97.9800033569,2.01999998093
420035612002,590,0,100.0,0.0
420035614001,0,634,0.0,100.0
420035614002,0,1119,0.0,100.0
420035614003,564,543,50.9500007629,49.0499992371
420035614004,257,1122,18.6399993896,81.3600006104
420035615001,582,882,39.75,60.25
420035615002,237,620,27.6499996185,72.3499984741
420035615003,815,4,99.5100021362,0.490000009537
420035616001,158,86,64.75,35.25
420035616002,503,232,68.4400024414,31.5599994659
420035616003,494,51,90.6399993896,9.35999965668
420035616004,516,71,87.9000015259,12.1000003815
420035617001,147,62,70.3300018311,29.6700000763
420035617002,415,94,81.5299987793,18.4699993134
420035619001,324,564,36.4900016785,63.5099983215
420035619002,833,511,61.9799995422,38.0200004578
420035620001,0,1367,0.0,100.0
420035620002,911,257,78.0,22.0
420035620003,89,623,12.5,87.5
420035623001,416,138,75.0899963379,24.9099998474
420035623002,529,187,73.8799972534,26.1200008392
420035623003,495,155,76.1500015259,23.8500003815
420035623004,413,97,80.9800033569,19.0200004578
420035623005,432,135,76.1900024414,23.8099994659
420035623006,378,94,80.0800018311,19.9200000763
420035624001,0,808,0.0,100.0
420035624002,0,463,0.0,100.0
420035624003,18,309,5.5,94.5
420035624004,361,375,49.0499992371,50.9500007629
420035624005,364,35,91.2300033569,8.77000045776
420035625001,259,42,86.0500030518,13.9499998093
420035625002,8,579,1.36000001431,98.6399993896
420035625003,277,630,30.5400009155,69.4599990845
420035625004,821,413,66.5299987793,33.4700012207
420035626001,231,23,90.9400024414,9.06000041962
420035626002,1008,2,99.8000030518,0.20000000298
420035626003,603,174,77.6100006104,22.3899993896
420035626004,543,0,100.0,0.0
420035627001,462,0,100.0,0.0
420035627002,808,125,86.5999984741,13.3999996185
420035628001,460,110,80.6999969482,19.2999992371
420035628002,632,395,61.5400009155,38.4599990845
420035629001,5,630,0.790000021458,99.2099990845
420035629002,111,251,30.6599998474,69.3399963379
420035629003,725,201,78.2900009155,21.7099990845
420035630001,643,359,64.1699981689,35.8300018311
420035630002,594,161,78.6800003052,21.3199996948
420035630003,260,354,42.3499984741,57.6500015259
420035630004,434,43,90.9899978638,9.01000022888
420035631001,643,347,64.9499969482,35.0499992371
420035631002,1438,638,69.2699966431,30.7299995422
420035631003,0,476,0.0,100.0
420035632001,271,32,89.4400024414,10.5600004196
420035632002,803,166,82.8700027466,17.1299991608
420035632003,944,206,82.0899963379,17.9099998474
420035633001,14,625,2.19000005722,97.8099975586
420035633002,23,787,2.83999991417,97.1600036621
420035638001,109,588,15.6400003433,84.3600006104
420035638002,1,1915,0.0500000007451,99.9499969482
420035638003,0,205,0.0,100.0
420035638004,0,70,0.0,100.0
420035638005,308,239,56.3100013733,43.6899986267
420035638006,78,293,21.0200004578,78.9800033569
420035639001,668,132,83.5,16.5
420035639002,981,270,78.4199981689,21.5799999237
420035639003,427,465,47.8699989319,52.1300010681
420035639004,539,445,54.7799987793,45.2200012207
420035640002,82,2161,3.66000008583,96.3399963379
420035640003,180,203,47.0,53.0
420035641001,381,46,89.2300033569,10.7700004578
420035641002,205,250,45.0499992371,54.9500007629
420035642001,0,351,0.0,100.0
420035642002,78,854,8.36999988556,91.6299972534
420035642003,181,760,19.2299995422,80.7699966431
420035644001,0,977,0.0,100.0
420035644002,0,1149,0.0,100.0
420035644003,64,946,6.34000015259,93.6600036621
420035644004,204,1042,16.3700008392,83.6299972534
420035644005,342,262,56.6199989319,43.3800010681
420035644006,0,580,0.0,100.0
420035644007,4,50,7.40999984741,92.5899963379
420035645001,424,1136,27.1800003052,72.8199996948
420035645002,83,1042,7.38000011444,92.6200027466
420035645003,308,210,59.4599990845,40.5400009155
420039800001,0,540,0.0,100.0
420039801001,13,5,72.2200012207,27.7800006866
420039803001,1,0,100.0,0.0
420039804001,16,5,76.1900024414,23.8099994659
420039805001,15,12,55.5600013733,44.4399986267
420039806001,4,7,36.3600006104,63.6399993896
420039807001,6,13,31.5799999237,68.4199981689
420039808001,-99999,-99999,-99999.0,-99999.0
420039809001,0,1797,0.0,100.0
420039810001,3,1,75.0,25.0
420039811001,5,2,71.4300003052,28.5699996948
420039812001,-99999,-99999,-99999.0,-99999.0
420039818001,3,458,0.649999976158,99.3499984741
420039822001,3814,1002,79.1900024414,20.8099994659
